Early embryo	Middle embryo	Late embryo
ENSMUSG00000060499	ENSMUSG00000086920	ENSMUSG00000090105
ENSMUSG00000021890	ENSMUSG00000005698	ENSMUSG00000021492
ENSMUSG00000061835	ENSMUSG00000042606	ENSMUSG00000040740
ENSMUSG00000082473	ENSMUSG00000030725	ENSMUSG00000031957
ENSMUSG00000013997	ENSMUSG00000039620	ENSMUSG00000026581
ENSMUSG00000058729	ENSMUSG00000093505	ENSMUSG00000005547
ENSMUSG00000086910	ENSMUSG00000056832	ENSMUSG00000046215
ENSMUSG00000020109	ENSMUSG00000030016	ENSMUSG00000089942
ENSMUSG00000021532	ENSMUSG00000097392	ENSMUSG00000024033
ENSMUSG00000052423	ENSMUSG00000032185	ENSMUSG00000027870
ENSMUSG00000057534	ENSMUSG00000032777	ENSMUSG00000037259
ENSMUSG00000024539	ENSMUSG00000031837	ENSMUSG00000024471
ENSMUSG00000097264	ENSMUSG00000065226	ENSMUSG00000075604
ENSMUSG00000022009	ENSMUSG00000062115	ENSMUSG00000061322
ENSMUSG00000096592	ENSMUSG00000077563	ENSMUSG00000026542
ENSMUSG00000021264	ENSMUSG00000078898	ENSMUSG00000019256
ENSMUSG00000020133	ENSMUSG00000088990	ENSMUSG00000054005
ENSMUSG00000052609	ENSMUSG00000032840	ENSMUSG00000022902
ENSMUSG00000097590	ENSMUSG00000085737	ENSMUSG00000030116
ENSMUSG00000044224	ENSMUSG00000020648	ENSMUSG00000086432
ENSMUSG00000053664	ENSMUSG00000056919	ENSMUSG00000028259
ENSMUSG00000083676	ENSMUSG00000078967	ENSMUSG00000082361
ENSMUSG00000094955	ENSMUSG00000042787	ENSMUSG00000072812
ENSMUSG00000056962	ENSMUSG00000031370	ENSMUSG00000032495
ENSMUSG00000081041	ENSMUSG00000046408	ENSMUSG00000093809
ENSMUSG00000063354	ENSMUSG00000085173	ENSMUSG00000062488
ENSMUSG00000023021	ENSMUSG00000074357	ENSMUSG00000063130
ENSMUSG00000021930	ENSMUSG00000068523	ENSMUSG00000022157
ENSMUSG00000026279	ENSMUSG00000097138	ENSMUSG00000029307
ENSMUSG00000052428	ENSMUSG00000097665	ENSMUSG00000089753
ENSMUSG00000004359	ENSMUSG00000032076	ENSMUSG00000022589
ENSMUSG00000026341	ENSMUSG00000085667	ENSMUSG00000047671
ENSMUSG00000080790	ENSMUSG00000014603	ENSMUSG00000027902
ENSMUSG00000022905	ENSMUSG00000055240	ENSMUSG00000052435
ENSMUSG00000033813	ENSMUSG00000032327	ENSMUSG00000003882
ENSMUSG00000094865	ENSMUSG00000042087	ENSMUSG00000054758
ENSMUSG00000021028	ENSMUSG00000084085	ENSMUSG00000026303
ENSMUSG00000044645	ENSMUSG00000022974	ENSMUSG00000036805
ENSMUSG00000020415	ENSMUSG00000032041	ENSMUSG00000067616
ENSMUSG00000020781	ENSMUSG00000027985	ENSMUSG00000047884
ENSMUSG00000096435	ENSMUSG00000038692	ENSMUSG00000026390
ENSMUSG00000017548	ENSMUSG00000029104	ENSMUSG00000084940
ENSMUSG00000081557	ENSMUSG00000031352	ENSMUSG00000041449
ENSMUSG00000083226	ENSMUSG00000023088	ENSMUSG00000032735
ENSMUSG00000067713	ENSMUSG00000097953	ENSMUSG00000050359
ENSMUSG00000048185	ENSMUSG00000094193	ENSMUSG00000073420
ENSMUSG00000027229	ENSMUSG00000090207	ENSMUSG00000081399
ENSMUSG00000055371	ENSMUSG00000046380	ENSMUSG00000076752
ENSMUSG00000042167	ENSMUSG00000028125	ENSMUSG00000033825
ENSMUSG00000043445	ENSMUSG00000032803	ENSMUSG00000030399
ENSMUSG00000001095	ENSMUSG00000025961	ENSMUSG00000022821
ENSMUSG00000058073	ENSMUSG00000037552	ENSMUSG00000051969
ENSMUSG00000085492	ENSMUSG00000040621	ENSMUSG00000076754
ENSMUSG00000084072	ENSMUSG00000024530	ENSMUSG00000059108
ENSMUSG00000027173	ENSMUSG00000086479	ENSMUSG00000054905
ENSMUSG00000092558	ENSMUSG00000085229	ENSMUSG00000054630
ENSMUSG00000022787	ENSMUSG00000042308	ENSMUSG00000068587
ENSMUSG00000020696	ENSMUSG00000097195	ENSMUSG00000018893
ENSMUSG00000032727	ENSMUSG00000088604	ENSMUSG00000025610
ENSMUSG00000020783	ENSMUSG00000087876	ENSMUSG00000026368
ENSMUSG00000060795	ENSMUSG00000097189	ENSMUSG00000020992
ENSMUSG00000038446	ENSMUSG00000048997	ENSMUSG00000004098
ENSMUSG00000019715	ENSMUSG00000046334	ENSMUSG00000070690
ENSMUSG00000020424	ENSMUSG00000083700	ENSMUSG00000015405
ENSMUSG00000039200	ENSMUSG00000032459	ENSMUSG00000001023
ENSMUSG00000024989	ENSMUSG00000019738	ENSMUSG00000071019
ENSMUSG00000074997	ENSMUSG00000060639	ENSMUSG00000028003
ENSMUSG00000044201	ENSMUSG00000086942	ENSMUSG00000009210
ENSMUSG00000024712	ENSMUSG00000087606	ENSMUSG00000022225
ENSMUSG00000001445	ENSMUSG00000090095	ENSMUSG00000032091
ENSMUSG00000033499	ENSMUSG00000087640	ENSMUSG00000034266
ENSMUSG00000058704	ENSMUSG00000059179	ENSMUSG00000032473
ENSMUSG00000075558	ENSMUSG00000055188	ENSMUSG00000052131
ENSMUSG00000049164	ENSMUSG00000032478	ENSMUSG00000048108
ENSMUSG00000016984	ENSMUSG00000086047	ENSMUSG00000095241
ENSMUSG00000060985	ENSMUSG00000081137	ENSMUSG00000054999
ENSMUSG00000039826	ENSMUSG00000065282	ENSMUSG00000032496
ENSMUSG00000021870	ENSMUSG00000040028	ENSMUSG00000033579
ENSMUSG00000051548	ENSMUSG00000036270	ENSMUSG00000024485
ENSMUSG00000086909	ENSMUSG00000042462	ENSMUSG00000080907
ENSMUSG00000026491	ENSMUSG00000047434	ENSMUSG00000045551
ENSMUSG00000071652	ENSMUSG00000083311	ENSMUSG00000029282
ENSMUSG00000014959	ENSMUSG00000078864	ENSMUSG00000086513
ENSMUSG00000009075	ENSMUSG00000094132	ENSMUSG00000026832
ENSMUSG00000061650	ENSMUSG00000091735	ENSMUSG00000070873
ENSMUSG00000020063	ENSMUSG00000032300	ENSMUSG00000021609
ENSMUSG00000020409	ENSMUSG00000039231	ENSMUSG00000029530
ENSMUSG00000094388	ENSMUSG00000001521	ENSMUSG00000015355
ENSMUSG00000071230	ENSMUSG00000045598	ENSMUSG00000051618
ENSMUSG00000084768	ENSMUSG00000089756	ENSMUSG00000068697
ENSMUSG00000083536	ENSMUSG00000064858	ENSMUSG00000035105
ENSMUSG00000042359	ENSMUSG00000057924	ENSMUSG00000021903
ENSMUSG00000021710	ENSMUSG00000026349	ENSMUSG00000055643
ENSMUSG00000018572	ENSMUSG00000097100	ENSMUSG00000078853
ENSMUSG00000022177	ENSMUSG00000080710	ENSMUSG00000027016
ENSMUSG00000025873	ENSMUSG00000079409	ENSMUSG00000068085
ENSMUSG00000096791	ENSMUSG00000046111	ENSMUSG00000057037
ENSMUSG00000026956	ENSMUSG00000031161	ENSMUSG00000096215
ENSMUSG00000015869	ENSMUSG00000069913	ENSMUSG00000030187
ENSMUSG00000081254	ENSMUSG00000070025	ENSMUSG00000076757
ENSMUSG00000002372	ENSMUSG00000040824	ENSMUSG00000031881
ENSMUSG00000084021	ENSMUSG00000052769	ENSMUSG00000026712
ENSMUSG00000039210	ENSMUSG00000021099	ENSMUSG00000067299
ENSMUSG00000036707	ENSMUSG00000029725	ENSMUSG00000096257
ENSMUSG00000024410	ENSMUSG00000041245	ENSMUSG00000005125
ENSMUSG00000020482	ENSMUSG00000032178	ENSMUSG00000030650
ENSMUSG00000025027	ENSMUSG00000030983	ENSMUSG00000053797
ENSMUSG00000082096	ENSMUSG00000031585	ENSMUSG00000060962
ENSMUSG00000085456	ENSMUSG00000068184	ENSMUSG00000036960
ENSMUSG00000024006	ENSMUSG00000020532	ENSMUSG00000040170
ENSMUSG00000042406	ENSMUSG00000083971	ENSMUSG00000022584
ENSMUSG00000020381	ENSMUSG00000031848	ENSMUSG00000020169
ENSMUSG00000095909	ENSMUSG00000035364	ENSMUSG00000073375
ENSMUSG00000002280	ENSMUSG00000081323	ENSMUSG00000058354
ENSMUSG00000075611	ENSMUSG00000067860	ENSMUSG00000035861
ENSMUSG00000022757	ENSMUSG00000030929	ENSMUSG00000000359
ENSMUSG00000036061	ENSMUSG00000085709	ENSMUSG00000085416
ENSMUSG00000071470	ENSMUSG00000052407	ENSMUSG00000073975
ENSMUSG00000037204	ENSMUSG00000092443	ENSMUSG00000070870
ENSMUSG00000025417	ENSMUSG00000092252	ENSMUSG00000049685
ENSMUSG00000022286	ENSMUSG00000040549	ENSMUSG00000044165
ENSMUSG00000037216	ENSMUSG00000097706	ENSMUSG00000085468
ENSMUSG00000085281	ENSMUSG00000049124	ENSMUSG00000022468
ENSMUSG00000082607	ENSMUSG00000032187	ENSMUSG00000023132
ENSMUSG00000024993	ENSMUSG00000030870	ENSMUSG00000097730
ENSMUSG00000078938	ENSMUSG00000035401	ENSMUSG00000030144
ENSMUSG00000081139	ENSMUSG00000033948	ENSMUSG00000051663
ENSMUSG00000021752	ENSMUSG00000085178	ENSMUSG00000025127
ENSMUSG00000040446	ENSMUSG00000075359	ENSMUSG00000076490
ENSMUSG00000067869	ENSMUSG00000031256	ENSMUSG00000032572
ENSMUSG00000090106	ENSMUSG00000049717	ENSMUSG00000038994
ENSMUSG00000033411	ENSMUSG00000037995	ENSMUSG00000041754
ENSMUSG00000034543	ENSMUSG00000083364	ENSMUSG00000057454
ENSMUSG00000055660	ENSMUSG00000028106	ENSMUSG00000051067
ENSMUSG00000041598	ENSMUSG00000032534	ENSMUSG00000031645
ENSMUSG00000097327	ENSMUSG00000079378	ENSMUSG00000074199
ENSMUSG00000020329	ENSMUSG00000087354	ENSMUSG00000064165
ENSMUSG00000014349	ENSMUSG00000087008	ENSMUSG00000094806
ENSMUSG00000052752	ENSMUSG00000097417	ENSMUSG00000022057
ENSMUSG00000039449	ENSMUSG00000046691	ENSMUSG00000074207
ENSMUSG00000011960	ENSMUSG00000051279	ENSMUSG00000020722
ENSMUSG00000078652	ENSMUSG00000030753	ENSMUSG00000091996
ENSMUSG00000040481	ENSMUSG00000088769	ENSMUSG00000044265
ENSMUSG00000034620	ENSMUSG00000009575	ENSMUSG00000049598
ENSMUSG00000039456	ENSMUSG00000083520	ENSMUSG00000033200
ENSMUSG00000097285	ENSMUSG00000045140	ENSMUSG00000013974
ENSMUSG00000034327	ENSMUSG00000040699	ENSMUSG00000022315
ENSMUSG00000019988	ENSMUSG00000030019	ENSMUSG00000071347
ENSMUSG00000035521	ENSMUSG00000036676	ENSMUSG00000038967
ENSMUSG00000083215	ENSMUSG00000020492	ENSMUSG00000089929
ENSMUSG00000075000	ENSMUSG00000087263	ENSMUSG00000091055
ENSMUSG00000098134	ENSMUSG00000081718	ENSMUSG00000027762
ENSMUSG00000087213	ENSMUSG00000085568	ENSMUSG00000051225
ENSMUSG00000049764	ENSMUSG00000025608	ENSMUSG00000023176
ENSMUSG00000026974	ENSMUSG00000047757	ENSMUSG00000026308
ENSMUSG00000053746	ENSMUSG00000052926	ENSMUSG00000034353
ENSMUSG00000024837	ENSMUSG00000084265	ENSMUSG00000066510
ENSMUSG00000027086	ENSMUSG00000022604	ENSMUSG00000021336
ENSMUSG00000042684	ENSMUSG00000047143	ENSMUSG00000036083
ENSMUSG00000020332	ENSMUSG00000088378	ENSMUSG00000075410
ENSMUSG00000076038	ENSMUSG00000054715	ENSMUSG00000057897
ENSMUSG00000033364	ENSMUSG00000001034	ENSMUSG00000060317
ENSMUSG00000033255	ENSMUSG00000089788	ENSMUSG00000091556
ENSMUSG00000037451	ENSMUSG00000056836	ENSMUSG00000003206
ENSMUSG00000048647	ENSMUSG00000097385	ENSMUSG00000059668
ENSMUSG00000021629	ENSMUSG00000048921	ENSMUSG00000076498
ENSMUSG00000049414	ENSMUSG00000063511	ENSMUSG00000074445
ENSMUSG00000077450	ENSMUSG00000032294	ENSMUSG00000055926
ENSMUSG00000022412	ENSMUSG00000087714	ENSMUSG00000016327
ENSMUSG00000093816	ENSMUSG00000097478	ENSMUSG00000032648
ENSMUSG00000022434	ENSMUSG00000008450	ENSMUSG00000038048
ENSMUSG00000070327	ENSMUSG00000079386	ENSMUSG00000055730
ENSMUSG00000072295	ENSMUSG00000082244	ENSMUSG00000031722
ENSMUSG00000041716	ENSMUSG00000082070	ENSMUSG00000081512
ENSMUSG00000005947	ENSMUSG00000084950	ENSMUSG00000091659
ENSMUSG00000022039	ENSMUSG00000057421	ENSMUSG00000029273
ENSMUSG00000026455	ENSMUSG00000085470	ENSMUSG00000047343
ENSMUSG00000095614	ENSMUSG00000039967	ENSMUSG00000038071
ENSMUSG00000009563	ENSMUSG00000088338	ENSMUSG00000035836
ENSMUSG00000024941	ENSMUSG00000029086	ENSMUSG00000054446
ENSMUSG00000044763	ENSMUSG00000040729	ENSMUSG00000069792
ENSMUSG00000038633	ENSMUSG00000027428	ENSMUSG00000028415
ENSMUSG00000015461	ENSMUSG00000097810	ENSMUSG00000031640
ENSMUSG00000052748	ENSMUSG00000047248	ENSMUSG00000002033
ENSMUSG00000033739	ENSMUSG00000083773	ENSMUSG00000076469
ENSMUSG00000003228	ENSMUSG00000081603	ENSMUSG00000096581
ENSMUSG00000067750	ENSMUSG00000043168	ENSMUSG00000067173
ENSMUSG00000097331	ENSMUSG00000077711	ENSMUSG00000064246
ENSMUSG00000093358	ENSMUSG00000082855	ENSMUSG00000050625
ENSMUSG00000003200	ENSMUSG00000036990	ENSMUSG00000079298
ENSMUSG00000023027	ENSMUSG00000096299	ENSMUSG00000091345
ENSMUSG00000096745	ENSMUSG00000074158	ENSMUSG00000033508
ENSMUSG00000032788	ENSMUSG00000035726	ENSMUSG00000061311
ENSMUSG00000033644	ENSMUSG00000020469	ENSMUSG00000037542
ENSMUSG00000087373	ENSMUSG00000000881	ENSMUSG00000051497
ENSMUSG00000071074	ENSMUSG00000000600	ENSMUSG00000090222
ENSMUSG00000026563	ENSMUSG00000087569	ENSMUSG00000034607
ENSMUSG00000024970	ENSMUSG00000049476	ENSMUSG00000028979
ENSMUSG00000096701	ENSMUSG00000059273	ENSMUSG00000092471
ENSMUSG00000018239	ENSMUSG00000038069	ENSMUSG00000054203
ENSMUSG00000084822	ENSMUSG00000097598	ENSMUSG00000031271
ENSMUSG00000091123	ENSMUSG00000095224	ENSMUSG00000028150
ENSMUSG00000037262	ENSMUSG00000086392	ENSMUSG00000025064
ENSMUSG00000072258	ENSMUSG00000079501	ENSMUSG00000056290
ENSMUSG00000026005	ENSMUSG00000074024	ENSMUSG00000032357
ENSMUSG00000024790	ENSMUSG00000037300	ENSMUSG00000022445
ENSMUSG00000020782	ENSMUSG00000004885	ENSMUSG00000060188
ENSMUSG00000035530	ENSMUSG00000051582	ENSMUSG00000045211
ENSMUSG00000095136	ENSMUSG00000065862	ENSMUSG00000047631
ENSMUSG00000084081	ENSMUSG00000078636	ENSMUSG00000095276
ENSMUSG00000096483	ENSMUSG00000030417	ENSMUSG00000025784
ENSMUSG00000021428	ENSMUSG00000092369	ENSMUSG00000051146
ENSMUSG00000033589	ENSMUSG00000084060	ENSMUSG00000024681
ENSMUSG00000015776	ENSMUSG00000054717	ENSMUSG00000046834
ENSMUSG00000019794	ENSMUSG00000050192	ENSMUSG00000020836
ENSMUSG00000049460	ENSMUSG00000020048	ENSMUSG00000052861
ENSMUSG00000054321	ENSMUSG00000086443	ENSMUSG00000000440
ENSMUSG00000026219	ENSMUSG00000036768	ENSMUSG00000053541
ENSMUSG00000055692	ENSMUSG00000061615	ENSMUSG00000022809
ENSMUSG00000000581	ENSMUSG00000014195	ENSMUSG00000058427
ENSMUSG00000065732	ENSMUSG00000031262	ENSMUSG00000026180
ENSMUSG00000042148	ENSMUSG00000091227	ENSMUSG00000062410
ENSMUSG00000097483	ENSMUSG00000037426	ENSMUSG00000048126
ENSMUSG00000081173	ENSMUSG00000072844	ENSMUSG00000070501
ENSMUSG00000041130	ENSMUSG00000052133	ENSMUSG00000021922
ENSMUSG00000034509	ENSMUSG00000048330	ENSMUSG00000021612
ENSMUSG00000089949	ENSMUSG00000083669	ENSMUSG00000025172
ENSMUSG00000093064	ENSMUSG00000016477	ENSMUSG00000057068
ENSMUSG00000018565	ENSMUSG00000069170	ENSMUSG00000056399
ENSMUSG00000024387	ENSMUSG00000028245	ENSMUSG00000026365
ENSMUSG00000090840	ENSMUSG00000024301	ENSMUSG00000069607
ENSMUSG00000021758	ENSMUSG00000090643	ENSMUSG00000022659
ENSMUSG00000024429	ENSMUSG00000072898	ENSMUSG00000050085
ENSMUSG00000022817	ENSMUSG00000081943	ENSMUSG00000032523
ENSMUSG00000058586	ENSMUSG00000048709	ENSMUSG00000070601
ENSMUSG00000032905	ENSMUSG00000078965	ENSMUSG00000061626
ENSMUSG00000034445	ENSMUSG00000036550	ENSMUSG00000048368
ENSMUSG00000039209	ENSMUSG00000031922	ENSMUSG00000062077
ENSMUSG00000035435	ENSMUSG00000002748	ENSMUSG00000024029
ENSMUSG00000020652	ENSMUSG00000031878	ENSMUSG00000059077
ENSMUSG00000033080	ENSMUSG00000081301	ENSMUSG00000042179
ENSMUSG00000017561	ENSMUSG00000093018	ENSMUSG00000020034
ENSMUSG00000022476	ENSMUSG00000090005	ENSMUSG00000006546
ENSMUSG00000069439	ENSMUSG00000024535	ENSMUSG00000015090
ENSMUSG00000039568	ENSMUSG00000043993	ENSMUSG00000020051
ENSMUSG00000019797	ENSMUSG00000035150	ENSMUSG00000030325
ENSMUSG00000040629	ENSMUSG00000049932	ENSMUSG00000033730
ENSMUSG00000092349	ENSMUSG00000058661	ENSMUSG00000019899
ENSMUSG00000052253	ENSMUSG00000083258	ENSMUSG00000062515
ENSMUSG00000064326	ENSMUSG00000082265	ENSMUSG00000020641
ENSMUSG00000018821	ENSMUSG00000087282	ENSMUSG00000074218
ENSMUSG00000082177	ENSMUSG00000098067	ENSMUSG00000086448
ENSMUSG00000087968	ENSMUSG00000029581	ENSMUSG00000086010
ENSMUSG00000024935	ENSMUSG00000010538	ENSMUSG00000051185
ENSMUSG00000040195	ENSMUSG00000085696	ENSMUSG00000050921
ENSMUSG00000020493	ENSMUSG00000081788	ENSMUSG00000047606
ENSMUSG00000025921	ENSMUSG00000032397	ENSMUSG00000083277
ENSMUSG00000086649	ENSMUSG00000071456	ENSMUSG00000020264
ENSMUSG00000068417	ENSMUSG00000025785	ENSMUSG00000042717
ENSMUSG00000003464	ENSMUSG00000000263	ENSMUSG00000047104
ENSMUSG00000094517	ENSMUSG00000080994	ENSMUSG00000090272
ENSMUSG00000061371	ENSMUSG00000083473	ENSMUSG00000017007
ENSMUSG00000096442	ENSMUSG00000010205	ENSMUSG00000078942
ENSMUSG00000062397	ENSMUSG00000048450	ENSMUSG00000085980
ENSMUSG00000095605	ENSMUSG00000061028	ENSMUSG00000074483
ENSMUSG00000041846	ENSMUSG00000014030	ENSMUSG00000025945
ENSMUSG00000087367	ENSMUSG00000004872	ENSMUSG00000063558
ENSMUSG00000082767	ENSMUSG00000082382	ENSMUSG00000063730
ENSMUSG00000044447	ENSMUSG00000071516	ENSMUSG00000034570
ENSMUSG00000035673	ENSMUSG00000028417	ENSMUSG00000030149
ENSMUSG00000025793	ENSMUSG00000001774	ENSMUSG00000039989
ENSMUSG00000095313	ENSMUSG00000097408	ENSMUSG00000048101
ENSMUSG00000021096	ENSMUSG00000031060	ENSMUSG00000094840
ENSMUSG00000047878	ENSMUSG00000024477	ENSMUSG00000023206
ENSMUSG00000073980	ENSMUSG00000031226	ENSMUSG00000097124
ENSMUSG00000094127	ENSMUSG00000080818	ENSMUSG00000055172
ENSMUSG00000079550	ENSMUSG00000047632	ENSMUSG00000001865
ENSMUSG00000037885	ENSMUSG00000084899	ENSMUSG00000047061
ENSMUSG00000019897	ENSMUSG00000022770	ENSMUSG00000000049
ENSMUSG00000026942	ENSMUSG00000064814	ENSMUSG00000025481
ENSMUSG00000010362	ENSMUSG00000078300	ENSMUSG00000003227
ENSMUSG00000024843	ENSMUSG00000057290	ENSMUSG00000032878
ENSMUSG00000067795	ENSMUSG00000031781	ENSMUSG00000050783
ENSMUSG00000002814	ENSMUSG00000086761	ENSMUSG00000090145
ENSMUSG00000013973	ENSMUSG00000078779	ENSMUSG00000073532
ENSMUSG00000093761	ENSMUSG00000050105	ENSMUSG00000026535
ENSMUSG00000052477	ENSMUSG00000052301	ENSMUSG00000016496
ENSMUSG00000084077	ENSMUSG00000089908	ENSMUSG00000058921
ENSMUSG00000040594	ENSMUSG00000078903	ENSMUSG00000037759
ENSMUSG00000035983	ENSMUSG00000091114	ENSMUSG00000059280
ENSMUSG00000003527	ENSMUSG00000001910	ENSMUSG00000090231
ENSMUSG00000034974	ENSMUSG00000032867	ENSMUSG00000097663
ENSMUSG00000094817	ENSMUSG00000085581	ENSMUSG00000040969
ENSMUSG00000021501	ENSMUSG00000082968	ENSMUSG00000074896
ENSMUSG00000026398	ENSMUSG00000007836	ENSMUSG00000067081
ENSMUSG00000096088	ENSMUSG00000096919	ENSMUSG00000030048
ENSMUSG00000075269	ENSMUSG00000083253	ENSMUSG00000044689
ENSMUSG00000072791	ENSMUSG00000084419	ENSMUSG00000040985
ENSMUSG00000074553	ENSMUSG00000003808	ENSMUSG00000042262
ENSMUSG00000083815	ENSMUSG00000044211	ENSMUSG00000071561
ENSMUSG00000089855	ENSMUSG00000052429	ENSMUSG00000036598
ENSMUSG00000089906	ENSMUSG00000028612	ENSMUSG00000055978
ENSMUSG00000078151	ENSMUSG00000097540	ENSMUSG00000016756
ENSMUSG00000084169	ENSMUSG00000037795	ENSMUSG00000022969
ENSMUSG00000042111	ENSMUSG00000097419	ENSMUSG00000085424
ENSMUSG00000001054	ENSMUSG00000083468	ENSMUSG00000022868
ENSMUSG00000042506	ENSMUSG00000073295	ENSMUSG00000038257
ENSMUSG00000090128	ENSMUSG00000089242	ENSMUSG00000044017
ENSMUSG00000077212	ENSMUSG00000059244	ENSMUSG00000027318
ENSMUSG00000035578	ENSMUSG00000069939	ENSMUSG00000033383
ENSMUSG00000097602	ENSMUSG00000039814	ENSMUSG00000054488
ENSMUSG00000024597	ENSMUSG00000086582	ENSMUSG00000005553
ENSMUSG00000037466	ENSMUSG00000084144	ENSMUSG00000053964
ENSMUSG00000003345	ENSMUSG00000047710	ENSMUSG00000074625
ENSMUSG00000022433	ENSMUSG00000031458	ENSMUSG00000095970
ENSMUSG00000056458	ENSMUSG00000041688	ENSMUSG00000035448
ENSMUSG00000095680	ENSMUSG00000075270	ENSMUSG00000085779
ENSMUSG00000021114	ENSMUSG00000056718	ENSMUSG00000026536
ENSMUSG00000024764	ENSMUSG00000062761	ENSMUSG00000020773
ENSMUSG00000041722	ENSMUSG00000046572	ENSMUSG00000090166
ENSMUSG00000048707	ENSMUSG00000074136	ENSMUSG00000019761
ENSMUSG00000024335	ENSMUSG00000097657	ENSMUSG00000089943
ENSMUSG00000044279	ENSMUSG00000036864	ENSMUSG00000057899
ENSMUSG00000094622	ENSMUSG00000029714	ENSMUSG00000024431
ENSMUSG00000019173	ENSMUSG00000074698	ENSMUSG00000004552
ENSMUSG00000086235	ENSMUSG00000030188	ENSMUSG00000090942
ENSMUSG00000046991	ENSMUSG00000000167	ENSMUSG00000033595
ENSMUSG00000013562	ENSMUSG00000097463	ENSMUSG00000003469
ENSMUSG00000020087	ENSMUSG00000097258	ENSMUSG00000043932
ENSMUSG00000019951	ENSMUSG00000044149	ENSMUSG00000052276
ENSMUSG00000020817	ENSMUSG00000057236	ENSMUSG00000073866
ENSMUSG00000056941	ENSMUSG00000083207	ENSMUSG00000064147
ENSMUSG00000050107	ENSMUSG00000089894	ENSMUSG00000026149
ENSMUSG00000021901	ENSMUSG00000084797	ENSMUSG00000052712
ENSMUSG00000009090	ENSMUSG00000051705	ENSMUSG00000040105
ENSMUSG00000022237	ENSMUSG00000049878	ENSMUSG00000024034
ENSMUSG00000092977	ENSMUSG00000046999	ENSMUSG00000058818
ENSMUSG00000024858	ENSMUSG00000058258	ENSMUSG00000044811
ENSMUSG00000024525	ENSMUSG00000031864	ENSMUSG00000075330
ENSMUSG00000018841	ENSMUSG00000069014	ENSMUSG00000098129
ENSMUSG00000094544	ENSMUSG00000032058	ENSMUSG00000024936
ENSMUSG00000023892	ENSMUSG00000098123	ENSMUSG00000049152
ENSMUSG00000026708	ENSMUSG00000091736	ENSMUSG00000021751
ENSMUSG00000019979	ENSMUSG00000086704	ENSMUSG00000020411
ENSMUSG00000059439	ENSMUSG00000097664	ENSMUSG00000022582
ENSMUSG00000081691	ENSMUSG00000072960	ENSMUSG00000039109
ENSMUSG00000073079	ENSMUSG00000097231	ENSMUSG00000027442
ENSMUSG00000026969	ENSMUSG00000050397	ENSMUSG00000086584
ENSMUSG00000080486	ENSMUSG00000093887	ENSMUSG00000055301
ENSMUSG00000024366	ENSMUSG00000049728	ENSMUSG00000030359
ENSMUSG00000017715	ENSMUSG00000042446	ENSMUSG00000040987
ENSMUSG00000022964	ENSMUSG00000091083	ENSMUSG00000037942
ENSMUSG00000026799	ENSMUSG00000069302	ENSMUSG00000018862
ENSMUSG00000020694	ENSMUSG00000038611	ENSMUSG00000098034
ENSMUSG00000043177	ENSMUSG00000088326	ENSMUSG00000031725
ENSMUSG00000043535	ENSMUSG00000089729	ENSMUSG00000033538
ENSMUSG00000020380	ENSMUSG00000039521	ENSMUSG00000032484
ENSMUSG00000041958	ENSMUSG00000030145	ENSMUSG00000011154
ENSMUSG00000072109	ENSMUSG00000054667	ENSMUSG00000031494
ENSMUSG00000021000	ENSMUSG00000047940	ENSMUSG00000030865
ENSMUSG00000041765	ENSMUSG00000031609	ENSMUSG00000058163
ENSMUSG00000026473	ENSMUSG00000004980	ENSMUSG00000043126
ENSMUSG00000033124	ENSMUSG00000048617	ENSMUSG00000053522
ENSMUSG00000048661	ENSMUSG00000057278	ENSMUSG00000051029
ENSMUSG00000045471	ENSMUSG00000022790	ENSMUSG00000022574
ENSMUSG00000009291	ENSMUSG00000022185	ENSMUSG00000028268
ENSMUSG00000020130	ENSMUSG00000038482	ENSMUSG00000074469
ENSMUSG00000051732	ENSMUSG00000079065	ENSMUSG00000074497
ENSMUSG00000095291	ENSMUSG00000030946	ENSMUSG00000053101
ENSMUSG00000013662	ENSMUSG00000087701	ENSMUSG00000079597
ENSMUSG00000073628	ENSMUSG00000085555	ENSMUSG00000030137
ENSMUSG00000061130	ENSMUSG00000044876	ENSMUSG00000074003
ENSMUSG00000025280	ENSMUSG00000031073	ENSMUSG00000078776
ENSMUSG00000058869	ENSMUSG00000096850	ENSMUSG00000032948
ENSMUSG00000082315	ENSMUSG00000059897	ENSMUSG00000020125
ENSMUSG00000033885	ENSMUSG00000094708	ENSMUSG00000035540
ENSMUSG00000085242	ENSMUSG00000071708	ENSMUSG00000020928
ENSMUSG00000008976	ENSMUSG00000056943	ENSMUSG00000021804
ENSMUSG00000020905	ENSMUSG00000021040	ENSMUSG00000043165
ENSMUSG00000023980	ENSMUSG00000090472	ENSMUSG00000030873
ENSMUSG00000019854	ENSMUSG00000082424	ENSMUSG00000026413
ENSMUSG00000005233	ENSMUSG00000032103	ENSMUSG00000021852
ENSMUSG00000046620	ENSMUSG00000074092	ENSMUSG00000025461
ENSMUSG00000018427	ENSMUSG00000036819	ENSMUSG00000070357
ENSMUSG00000024891	ENSMUSG00000093637	ENSMUSG00000040133
ENSMUSG00000096363	ENSMUSG00000085927	ENSMUSG00000078606
ENSMUSG00000093237	ENSMUSG00000043987	ENSMUSG00000039997
ENSMUSG00000084335	ENSMUSG00000087658	ENSMUSG00000046070
