Ensembl.Gene.ID	Tau
ENSMUSG00000000037	1
ENSMUSG00000000103	1
ENSMUSG00000000125	0.924191051549623
ENSMUSG00000000167	0.935779009937161
ENSMUSG00000000365	0.984124865585257
ENSMUSG00000000411	1
ENSMUSG00000000562	0.996255241546749
ENSMUSG00000000942	0.905280139707331
ENSMUSG00000001558	0.993424889346492
ENSMUSG00000001948	0.948586299664403
ENSMUSG00000002076	0.963483459840681
ENSMUSG00000002190	0.95201399969848
ENSMUSG00000002240	0.974053703431567
ENSMUSG00000003341	0.988060585467757
ENSMUSG00000003354	0.937107650518347
ENSMUSG00000003436	0.994835092123556
ENSMUSG00000004127	0.854124188133053
ENSMUSG00000004341	0.927845930426386
ENSMUSG00000004347	0.898340223340191
ENSMUSG00000004371	1
ENSMUSG00000004415	0.801382961092979
ENSMUSG00000005045	0.877802506751625
ENSMUSG00000005131	1
ENSMUSG00000005202	0.956480364200839
ENSMUSG00000005237	0.957553608037809
ENSMUSG00000005474	0.973414873323528
ENSMUSG00000005493	1
ENSMUSG00000005705	0.875235744973586
ENSMUSG00000006143	0.967784834774117
ENSMUSG00000006310	0.834775280179043
ENSMUSG00000006311	1
ENSMUSG00000006527	0.806002428145468
ENSMUSG00000006784	0.986915950296047
ENSMUSG00000007033	0.928852747996261
ENSMUSG00000007107	0.992965688543067
ENSMUSG00000007591	0.965390534551694
ENSMUSG00000007646	0.92110957970604
ENSMUSG00000007907	1
ENSMUSG00000008028	0.933224900358504
ENSMUSG00000008129	0.954278914677817
ENSMUSG00000008307	0.941562547336915
ENSMUSG00000008438	1
ENSMUSG00000008482	1
ENSMUSG00000008813	0.997671825685928
ENSMUSG00000009070	0.959671428092967
ENSMUSG00000009093	1
ENSMUSG00000009115	0.995668694325608
ENSMUSG00000009628	0.900361918458539
ENSMUSG00000009670	1
ENSMUSG00000009734	1
ENSMUSG00000009941	1
ENSMUSG00000010044	0.889211561962622
ENSMUSG00000010136	0.969020954311815
ENSMUSG00000010342	0.988074201450472
ENSMUSG00000010435	1
ENSMUSG00000010461	0.97369953804477
ENSMUSG00000010592	0.991057624952191
ENSMUSG00000010841	0.988120713425332
ENSMUSG00000011154	0.987516419907935
ENSMUSG00000011349	1
ENSMUSG00000011486	1
ENSMUSG00000012042	1
ENSMUSG00000012211	1
ENSMUSG00000012777	1
ENSMUSG00000012819	0.869544113317287
ENSMUSG00000013083	0.84113773348965
ENSMUSG00000013091	0.996111686971777
ENSMUSG00000013158	1
ENSMUSG00000013353	1
ENSMUSG00000013668	1
ENSMUSG00000013928	1
ENSMUSG00000014529	1
ENSMUSG00000014609	0.995912213953533
ENSMUSG00000014747	0.990168648920045
ENSMUSG00000015242	1
ENSMUSG00000015443	1
ENSMUSG00000015599	0.902353855153199
ENSMUSG00000015962	0.980333020611229
ENSMUSG00000016493	0.873065339310765
ENSMUSG00000016526	0.886083830599843
ENSMUSG00000016626	0.979156281646518
ENSMUSG00000016982	1
ENSMUSG00000017049	1
ENSMUSG00000017195	0.994479396174361
ENSMUSG00000017720	1
ENSMUSG00000017767	0.975219248654353
ENSMUSG00000017832	0.977238137240514
ENSMUSG00000018479	0.974197137386855
ENSMUSG00000018543	1
ENSMUSG00000018570	0.93142614914038
ENSMUSG00000018776	0.999533116177517
ENSMUSG00000018844	0.976089812224869
ENSMUSG00000018925	1
ENSMUSG00000019027	0.984870340854166
ENSMUSG00000019178	0.98048826088739
ENSMUSG00000019303	0.85858418840477
ENSMUSG00000019732	0.960606316461413
ENSMUSG00000019813	0.87360579336053
ENSMUSG00000019815	1
ENSMUSG00000019834	1
ENSMUSG00000019856	0.836216472004799
ENSMUSG00000019865	0.972961501296682
ENSMUSG00000019876	0.821943235780331
ENSMUSG00000019888	0.922430058718545
ENSMUSG00000019892	1
ENSMUSG00000019936	1
ENSMUSG00000019945	0.916805204165224
ENSMUSG00000019992	0.907064639720094
ENSMUSG00000020014	0.927760222844261
ENSMUSG00000020020	1
ENSMUSG00000020037	0.911599985227563
ENSMUSG00000020059	1
ENSMUSG00000020191	0.931862851659686
ENSMUSG00000020193	1
ENSMUSG00000020212	0.835998959677675
ENSMUSG00000020213	1
ENSMUSG00000020214	1
ENSMUSG00000020227	0.819943663872882
ENSMUSG00000020270	1
ENSMUSG00000020286	1
ENSMUSG00000020299	1
ENSMUSG00000020317	0.998309196315951
ENSMUSG00000020332	1
ENSMUSG00000020389	0.876856800731382
ENSMUSG00000020401	0.989958402935531
ENSMUSG00000020419	1
ENSMUSG00000020420	0.958064159536311
ENSMUSG00000020434	0.997111052119798
ENSMUSG00000020435	0.833899217176597
ENSMUSG00000020461	1
ENSMUSG00000020481	1
ENSMUSG00000020545	1
ENSMUSG00000020548	0.995122351414637
ENSMUSG00000020562	0.98802980927752
ENSMUSG00000020617	1
ENSMUSG00000020622	0.991303220788794
ENSMUSG00000020633	1
ENSMUSG00000020636	1
ENSMUSG00000020639	0.943781820909951
ENSMUSG00000020660	0.9465861342532
ENSMUSG00000020690	0.996826284079027
ENSMUSG00000020698	1
ENSMUSG00000020702	1
ENSMUSG00000020712	1
ENSMUSG00000020728	0.942461417990837
ENSMUSG00000020799	0.969829052566997
ENSMUSG00000020805	0.919392235258586
ENSMUSG00000020867	0.990521200372682
ENSMUSG00000020878	0.966778253481206
ENSMUSG00000020904	0.913007581942142
ENSMUSG00000020930	0.989740246176245
ENSMUSG00000020940	0.946503111581889
ENSMUSG00000020945	1
ENSMUSG00000021007	0.854552640272741
ENSMUSG00000021056	1
ENSMUSG00000021078	0.981593708595385
ENSMUSG00000021086	1
ENSMUSG00000021090	0.989324708398469
ENSMUSG00000021101	1
ENSMUSG00000021176	0.940525430894703
ENSMUSG00000021209	0.823338098431973
ENSMUSG00000021337	0.928397717499894
ENSMUSG00000021363	0.989395561789007
ENSMUSG00000021391	0.92057456379675
ENSMUSG00000021392	0.858265694104347
ENSMUSG00000021414	0.999015004312861
ENSMUSG00000021415	0.992202837504673
ENSMUSG00000021499	1
ENSMUSG00000021534	0.955461108070897
ENSMUSG00000021545	1
ENSMUSG00000021572	0.921871175012921
ENSMUSG00000021590	0.995277990910522
ENSMUSG00000021615	0.813356521254219
ENSMUSG00000021668	0.834709466299793
ENSMUSG00000021718	1
ENSMUSG00000021747	0.90029313659409
ENSMUSG00000021758	0.986329001593329
ENSMUSG00000021768	0.910004203136613
ENSMUSG00000021790	1
ENSMUSG00000021791	0.990114532019723
ENSMUSG00000021879	1
ENSMUSG00000021902	0.816847452342922
ENSMUSG00000021940	1
ENSMUSG00000021961	1
ENSMUSG00000021966	1
ENSMUSG00000021977	1
ENSMUSG00000021986	0.911000429424607
ENSMUSG00000021997	1
ENSMUSG00000022002	1
ENSMUSG00000022039	1
ENSMUSG00000022085	1
ENSMUSG00000022113	1
ENSMUSG00000022116	1
ENSMUSG00000022155	1
ENSMUSG00000022209	1
ENSMUSG00000022236	0.920814973696465
ENSMUSG00000022249	0.983702367839531
ENSMUSG00000022269	0.95284835791203
ENSMUSG00000022369	0.819031802719164
ENSMUSG00000022375	0.973582231935752
ENSMUSG00000022388	0.997189215021005
ENSMUSG00000022429	1
ENSMUSG00000022431	1
ENSMUSG00000022432	1
ENSMUSG00000022441	0.954604964766899
ENSMUSG00000022455	1
ENSMUSG00000022487	0.994730467887907
ENSMUSG00000022501	0.956449958409738
ENSMUSG00000022518	0.813216775138969
ENSMUSG00000022525	0.871728739330378
ENSMUSG00000022542	1
ENSMUSG00000022543	0.981540736245816
ENSMUSG00000022603	0.996727631776274
ENSMUSG00000022622	0.974700861514391
ENSMUSG00000022701	0.84497465582894
ENSMUSG00000022715	0.988692827263829
ENSMUSG00000022753	1
ENSMUSG00000022768	0.860230628952121
ENSMUSG00000022783	0.939738814930803
ENSMUSG00000022798	1
ENSMUSG00000022805	0.974641773035653
ENSMUSG00000022832	1
ENSMUSG00000022833	0.918963188907421
ENSMUSG00000022931	1
ENSMUSG00000022993	0.92454511459207
ENSMUSG00000022997	1
ENSMUSG00000023084	0.888569742176865
ENSMUSG00000023151	1
ENSMUSG00000023165	1
ENSMUSG00000023257	1
ENSMUSG00000023263	1
ENSMUSG00000023350	1
ENSMUSG00000023403	0.966059738141595
ENSMUSG00000023467	0.959076728313493
ENSMUSG00000023577	0.994601635123284
ENSMUSG00000023802	1
ENSMUSG00000023873	0.992784144522601
ENSMUSG00000023902	1
ENSMUSG00000023930	0.987556544792711
ENSMUSG00000023931	1
ENSMUSG00000023935	0.977455204175908
ENSMUSG00000023949	0.904515616582161
ENSMUSG00000023978	1
ENSMUSG00000023984	0.851082355516828
ENSMUSG00000023999	0.976971853845103
ENSMUSG00000024033	0.947958263738142
ENSMUSG00000024076	0.894105204322916
ENSMUSG00000024114	0.943277485351757
ENSMUSG00000024116	1
ENSMUSG00000024154	1
ENSMUSG00000024155	0.994965711827451
ENSMUSG00000024175	0.954240606081053
ENSMUSG00000024207	1
ENSMUSG00000024209	0.992417666807935
ENSMUSG00000024223	0.986155602182592
ENSMUSG00000024227	0.943932699664982
ENSMUSG00000024233	1
ENSMUSG00000024266	0.988218324762824
ENSMUSG00000024306	1
ENSMUSG00000024317	0.819685703846521
ENSMUSG00000024352	0.813597857907416
ENSMUSG00000024406	0.98308694003794
ENSMUSG00000024430	0.944014863408941
ENSMUSG00000024510	1
ENSMUSG00000024532	1
ENSMUSG00000024534	0.895320459819925
ENSMUSG00000024728	1
ENSMUSG00000024729	1
ENSMUSG00000024749	1
ENSMUSG00000024768	1
ENSMUSG00000024786	0.999232102019965
ENSMUSG00000024815	1
ENSMUSG00000024837	1
